# Dominican republic Mencia pasture succession and Aceitillar morphometic data,,,,,,,,
"# Original file ""Mencia body cond site pers indivs.xls"" was received from Steve Latta via meail and saved as a workding  .csv file on 2/5/2018.
",,,,,,,,
"# Original .xls file password proteted; password = ""final""  all lower case",,,,,,,,
"# This file only contains wing and mass data for ""site persistent"" individuals as scored by SL latta",,,,,,,,
"# See  file ""All Mencia B.xls"" for SL's original site persistence data (capture histories in wide formake",,,,,,,,
# Files processed by Nathan Brouwer in R for re-submission of manuscript 2/5/2018,,,,,,,,
# Note that morphometic data occurs in other spreadsheets but usually not all years are available; this also include Mencia AND Aceitillliar,,,,,,,,
spp.code,age,sex,site,date.cap.org,wing,tarsus,mass,site.age
GRWA,AHY,,Cueva,10-Jan-07,57.5,21.7,12.5,2yr
GRWA,HY,,Cueva,11-Nov-04,58,20.3,11.7,2yr
GRWA,HY,,Cueva,24-Nov-06,56.5,20.9,12.1,2yr
GRWA,HY,,Cueva,11-Nov-05,61.5,21,12.3,2yr
GRWA,HY,,Cueva,4-Jan-04,59,20.8,12.2,2yr
GRWA,AHY,,Cueva,19-Feb-04,65.5,21.8,12.8,2yr
GRWA,HY,,Cueva,21-Nov-06,57,20.9,12.3,2yr
GRWA,AHY,,Cueva,14-Feb-06,61.5,21.9,12.9,2yr
GRWA,HY,,Cueva,11-Jan-06,61,22.5,13.3,2yr
GRWA,HY,,Cueva,9-Nov-03,60.5,21.9,13.1,2yr
GRWA,HY,,Cueva,21-Nov-06,56,20.5,12.4,2yr
GRWA,HY,,Cueva,17-Feb-07,57.5,21.1,12.8,2yr
GRWA,AHY,,Cueva,13-Feb-06,62.5,21.1,13,2yr
GRWA,HY,,Cueva,14-Jan-06,59.5,21.9,13.5,2yr
GRWA,HY,,Cueva,21-Nov-06,58,21.2,13.1,2yr
GRWA,AHY,,Cueva,10-Nov-03,60,22.3,13.9,2yr
GRWA,AHY,,Cueva,18-Feb-04,58.5,21.1,13.4,2yr
GRWA,HY,,Morelia,19-Nov-05,56,20.7,10.8,10yr
GRWA,HY,,Morelia,18-Jan-07,56,21.3,11.2,10yr
GRWA,AHY,,Morelia,24-Feb-04,61,20.9,11,10yr
GRWA,HY,,Morelia,20-Jan-07,57,21.8,11.9,10yr
GRWA,AHY,,Morelia,19-Nov-04,61.5,22.2,12.3,10yr
GRWA,HY,,Morelia,16-Jan-05,59.5,21.7,12.2,10yr
GRWA,HY,,Morelia,20-Jan-07,62,21.8,12.6,10yr
GRWA,HY,,Morelia,14-Jan-05,64.5,21.5,12.6,10yr
GRWA,AHY,,Morelia,28-Nov-06,62,21.6,13,10yr
GRWA,AHY,,Morelia,14-Jan-05,65.5,21.6,13.2,10yr
GRWA,AHY,,Morelia,23-Nov-03,64.5,21.4,13.1,10yr
GRWA,AHY,,Morelia,19-Nov-04,60,20.9,13.2,10yr
GRWA,AHY,,Morelia,19-Jan-07,62.5,21.3,13.7,10yr
GRWA,AHY,,Aceitillar,31-Jan-97,64.5,,12.5,Aceitillar
GRWA,HY,,Aceitillar,1/23/1996,60.5,22.1,12.7,Aceitillar
GRWA,AHY,,Aceitillar,1/23/1996,65.5,24.4,12.6,Aceitillar
GRWA,AHY,,Aceitillar,1/24/1996,63,23.4,12.1,Aceitillar
GRWA,AHY,,Aceitillar,1/25/1996,57.5,23.8,12.1,Aceitillar
GRWA,HY,,Aceitillar,1/26/1996,60,23.7/22.0,11.5,Aceitillar
GRWA,AHY,,Aceitillar,1/26/1996,64.5,23.0/21.3,12,Aceitillar
GRWA,AHY,,Aceitillar,1/26/1996,62.5,23.6/21.3,11.4,Aceitillar
GRWA,AHY,,Aceitillar,1/17/1995,63,,12.5,Aceitillar
GRWA,HY,,Aceitillar,1/17/1995,59,,10.2,Aceitillar
GRWA,AHY,,Aceitillar,1/24/1996,60,22.6,10.6,Aceitillar
GRWA,HY,,Aceitillar,1/17/1995,58,,11.1,Aceitillar
GRWA,AHY,,Aceitillar,2-Feb-97,64,,12.1,Aceitillar
GRWA,AHY,,Aceitillar,1/18/1995,62,,12.5,Aceitillar
GRWA,,,Aceitillar,111596,67.5,20,11.9,Aceitillar
GRWA,AHY,,Aceitillar,111696,63,21.7,11.5,Aceitillar
GRWA,AHY,,Aceitillar,1/22/1996,64,23.3,12.3,Aceitillar
GRWA,,,Aceitillar,111696,60,21.5,12.2,Aceitillar
GRWA,AHY,,Aceitillar,112096,60,22.9,11,Aceitillar
GRWA,HY,,Aceitillar,112096,57.5,22.5,10.4,Aceitillar
GRWA,AHY,,Aceitillar,112096,63,23.4,12.3,Aceitillar
GRWA,AHY,,Aceitillar,112096,65,24.5,12.3,Aceitillar
GRWA,AHY,,Aceitillar,112096,61.5,20.5,11.9,Aceitillar
GRWA,AHY,,Aceitillar,112096,60,21.8,11.9,Aceitillar
GRWA,AHY,,Aceitillar,11997,64.5,23.3,12.4,Aceitillar
GRWA,AHY,,Aceitillar,11997,64.5,21.1,12.1,Aceitillar
GRWA,HY,,Aceitillar,12097,65,20.4,12.7,Aceitillar
GRWA,AHY,,Aceitillar,12097,62,23.2,12.5,Aceitillar
GRWA,AHY,,Aceitillar,12097,63,23,12.5,Aceitillar
GRWA,HY,,Aceitillar,12497,56,19.8,11.8,Aceitillar
GRWA,HY,,Aceitillar,12597,59,20,11.9,Aceitillar
GRWA,AHY,,Aceitillar,1/25/1996,63.5,23.4,12.6,Aceitillar
GRWA,AHY,,Aceitillar,12597,64,23.8,13.3,Aceitillar
GRWA,HY,,Aceitillar,12697,58,24.3,11.2,Aceitillar
GRWA,AHY,,Aceitillar,3-Feb-97,62,20.5,12.7,Aceitillar
GRWA,AHY,,Aceitillar,12697,59,21.1,12.5,Aceitillar
GRWA,AHY,,Aceitillar,12697,63,21.2,12.4,Aceitillar
GRWA,HY,,Aceitillar,30697,60,23.8,12.7,Aceitillar
GRWA,HY,,Aceitillar,31197,60,23.1,12,Aceitillar
GRWA,AHY,,Aceitillar,31197,60.5,20.9,11.8,Aceitillar
GRWA,AHY,,Aceitillar,1/25/1996,66,23.8,12.2,Aceitillar
GRWA,AHY,,Aceitillar,31197,65,23.7,12.7,Aceitillar
GRWA,AHY,,Aceitillar,1-Feb-97,66,,12.9,Aceitillar
GRWA,HY,,Aceitillar,1/27/1995,59,,11.6,Aceitillar
GRWA,HY,,Aceitillar,1/28/1995,57,,11.3,Aceitillar
GRWA,HY,,Aceitillar,1/28/1995,59,,11.2,Aceitillar
GRWA,AHY,,Aceitillar,1/23/1996,62,23.2,11.7,Aceitillar
GRWA,AHY,,Aceitillar,1/23/1996,65,22.9,12.8,Aceitillar
GRWA,AHY,,Aceitillar,1/23/1996,62.5,22.1,11.7,Aceitillar
GRWA,AHY,,Aceitillar,1/23/1996,61,23.3,12.5,Aceitillar
GRWA,AHY,,Aceitillar,9-Nov-93,64,23.1,11.7,Aceitillar
GRWA,AHY,,Aceitillar,10-Nov-93,63,23.8,11,Aceitillar
GRWA,AHY,,Aceitillar,10-Nov-93,60.5,23.9,11.2,Aceitillar
GRWA,AHY,,Aceitillar,1-Feb-97,61.5,,12.7,Aceitillar
GRWA,AHY,,Aceitillar,11-Nov-93,61,23.2,11.1,Aceitillar
GRWA,AHY,,Aceitillar,11-Nov-93,63,23.7,12.2,Aceitillar
GRWA,HY,,Aceitillar,12-Nov-93,55,20.7,10.7,Aceitillar
GRWA,AHY,,Aceitillar,12-Nov-93,60,20.6,12.4,Aceitillar
GRWA,AHY,,Aceitillar,1/25/1996,64.5,24.3,12.7,Aceitillar
GRWA,HY,,Aceitillar,12-Nov-93,61,24,12.4,Aceitillar
GRWA,HY,,Aceitillar,15-Jan-94,58,22.3,11.6,Aceitillar
GRWA,AHY,,Aceitillar,20-Jan-94,61.5,21.9,10.2,Aceitillar
GRWA,AHY,,Aceitillar,21-Jan-94,61.5,,11.1,Aceitillar
GRWA,AHY,,Aceitillar,21-Jan-94,64,23.4,11.8,Aceitillar
GRWA,AHY,,Aceitillar,3-Mar-94,58.5,23.5,11.4,Aceitillar
GRWA,AHY,,Aceitillar,3-Mar-94,64,23.1,12.3,Aceitillar
GRWA,AHY,,Aceitillar,1/25/1996,64.5,22.9,12.6,Aceitillar
GRWA,HY,,Aceitillar,3-Mar-94,57.5,22.7,10.8,Aceitillar
GRWA,AHY,,Aceitillar,1/24/1996,59.5,22.6,11.3,Aceitillar
GRWA,HY,,Aceitillar,1/17/1995,59,,11.5,Aceitillar
GRWA,AHY,,Aceitillar,30-Jan-97,66,,12.8,Aceitillar
GRWA,HY,,Aceitillar,30-Jan-97,58.5,21.2,11.9,Aceitillar
GRWA,AHY,,Aceitillar,31-Jan-97,61.5,,11.4,Aceitillar
GRWA,AHY,,Aceitillar,1-Feb-97,60.5,21.8,11.5,Aceitillar
GRWA,AHY,,Aceitillar,2-Feb-97,62.5,,12.1,Aceitillar
GRWA,AHY,,Aceitillar,2-Feb-97,61,21.8,13,Aceitillar
GRWA,AHY,,Aceitillar,3-Feb-97,58,20.7,12.1,Aceitillar
HLCU,AHY,,Caoba,12-Feb-05,131,35,77.7,5yr
HLCU,AHY,,Caoba,21-Feb-04,129.5,36.7,83.1,5yr
HLCU,HY,,Caoba,6-Jan-04,126,34.6,79.2,5yr
HLCU,AHY,,Caoba,18-Dec-05,132.5,35.2,82.1,5yr
HLCU,AHY,,Caoba,27-Nov-06,130.5,35.6,83.2,5yr
HLCU,AHY,,Caoba,24-Nov-06,132.5,34,80.4,5yr
HLCU,AHY,,Caoba,27-Nov-06,136,38.7,95,5yr
HLCU,AHY,,Caoba,21-Feb-04,133,35.4,88.4,5yr
HLCU,AHY,,Corral,26-Feb-04,132,36.9,81.9,20yr
HLCU,HY,,Corral,24-Nov-05,135,35.2,80.8,20yr
HLCU,AHY,,Corral,23-Jan-07,135,36.7,85.5,20yr
HLCU,,,Corral,13-Nov-03,133,35.6,84.6,20yr
HLCU,AHY,,Corral,19-Jan-05,130,36.1,85.8,20yr
HLCU,AHY,,Corral,23-Nov-04,135,38,90.6,20yr
HLCU,AHY,,Corral,19-Feb-05,126,34.2,81.6,20yr
HLCU,AHY,,Corral,25-Dec-05,130,34.9,83.3,20yr
HLCU,AHY,,Corral,25-Feb-04,134,35,85.6,20yr
HLCU,AHY,,Corral,20-Nov-04,130,36.5,89.4,20yr
HLCU,AHY,,Corral,22-Nov-04,137,37.1,93.7,20yr
HLCU,AHY,,Corral,25-Nov-05,131,36.9,93.8,20yr
HLCU,AHY,,Corral,22-Feb-06,135,37,97.5,20yr
HLCU,AHY,,Corral,21-Jan-05,135,36.4,96.7,20yr
HLCU,AHY,,Corral,25-Feb-04,136.5,38.2,102.5,20yr
HLCU,AHY,,Corral,9-Jan-04,135,37.5,100.9,20yr
HLCU,AHY,,Corral,4-Dec-06,128.5,35.5,96.7,20yr
HLCU,AHY,,Corral,21-Jan-07,131,37.6,103.8,20yr
HLCU,AHY,,Corral,18-Jan-05,139,36.8,105.6,20yr
HLCU,AHY,,Corral,23-Nov-04,136,36.1,122.3,20yr
HLCU,AHY,,Cueva,4-Jan-04,133.5,36,80.1,2yr
HLCU,AHY,,Cueva,9-Jan-07,128,34.7,79.6,2yr
HLCU,AHY,,Cueva,11-Jan-06,128,34.3,80.7,2yr
HLCU,AHY,,Cueva,21-Nov-06,131,36.9,88,2yr
HLCU,AHY,,Cueva,11-Dec-05,134.5,38.1,92.5,2yr
HLCU,AHY,,Cueva,23-Nov-06,130,33.8,84.6,2yr
HLCU,AHY,,Cueva,20-Nov-06,128,32.9,83.4,2yr
HLCU,AHY,,Cueva,6-Jan-05,124.5,34.8,88.3,2yr
HLCU,AHY,,Cueva,13-Dec-05,132.5,36.3,94,2yr
HLCU,AHY,,Cueva,20-Nov-06,133,33.2,87.2,2yr
HLCU,AHY,,Morelia,8-Jan-04,128.5,35.7,73.5,10yr
HLCU,AHY,,Morelia,22-Nov-03,139.5,37.5,79.8,10yr
HLCU,AHY,,Morelia,21-Nov-03,133,35.4,79.8,10yr
HLCU,AHY,,Morelia,23-Dec-05,134,35.5,80.8,10yr
HLCU,AHY,,Morelia,1-Dec-06,128,35.1,81.7,10yr
HLCU,AHY,,Morelia,20-Nov-05,132.5,38,91.3,10yr
HLCU,AHY,,Morelia,25-Feb-07,132.5,35.5,85.5,10yr
HLCU,AHY,,Morelia,15-Feb-05,133.5,37.9,97.1,10yr
HLCU,AHY,,Morelia,14-Jan-05,137,38.3,99.3,10yr
HLCU,AHY,,Morelia,21-Nov-03,141.5,37.1,100.4,10yr
HLCU,AHY,,Morelia,12-Jan-05,133.5,38.7,109.9,10yr
HLCU,AHY,,Morelia,16-Jan-07,142,38.1,114.6,10yr
NOMO,AHY,,Caoba,24-Nov-06,96.5,30.3,32,5yr
NOMO,HY,,Caoba,17-Dec-05,91,29.4,33.8,5yr
NOMO,AHY,,Caoba,12-Nov-04,92,29.9,34.5,5yr
NOMO,AHY,,Caoba,15-Jan-07,93.5,29.8,34.9,5yr
NOMO,AHY,,Caoba,17-Feb-06,92,29.4,35,5yr
NOMO,AHY,,Caoba,24-Nov-06,96.5,29.3,36,5yr
NOMO,AHY,,Caoba,12-Jan-05,98.5,31.6,40,5yr
NOMO,AHY,,Caoba,14-Nov-04,96.5,30,38,5yr
NOMO,HY,,Caoba,14-Jan-06,93.5,28.4,36,5yr
NOMO,AHY,,Caoba,15-Nov-04,95,30.7,39,5yr
NOMO,AHY,,Caoba,17-Jan-06,94.5,28.9,36.8,5yr
NOMO,AHY,,Caoba,10-Nov-03,98,31,39.9,5yr
NOMO,AHY,,Caoba,8-Feb-05,95.5,30.2,39.2,5yr
NOMO,AHY,,Caoba,8-Feb-05,98.5,29.7,38.7,5yr
NOMO,AHY,,Caoba,10-Nov-03,96,31.9,41.6,5yr
NOMO,AHY,,Caoba,15-Nov-04,103.5,30.6,40.2,5yr
NOMO,AHY,,Caoba,22-Feb-04,100,31.2,41,5yr
NOMO,AHY,,Caoba,18-Dec-05,93.5,28.9,38.2,5yr
NOMO,AHY,,Caoba,16-Dec-05,99,29,38.5,5yr
NOMO,AHY,,Caoba,10-Nov-03,102.5,29.7,39.5,5yr
NOMO,AHY,,Caoba,15-Feb-06,103,31.8,42.4,5yr
NOMO,AHY,,Caoba,15-Jan-07,101,30.5,40.7,5yr
NOMO,AHY,,Caoba,17-Dec-05,100.5,30.7,41.2,5yr
NOMO,AHY,,Caoba,11-Nov-03,96,30.7,41.8,5yr
NOMO,AHY,,Caoba,16-Nov-05,103.5,31.7,43.5,5yr
NOMO,AHY,,Caoba,21-Feb-04,95.5,30.5,41.9,5yr
NOMO,AHY,,Caoba,9-Jan-05,105,32,44.4,5yr
NOMO,AHY,,Caoba,12-Nov-03,103,29.3,42.2,5yr
NOMO,HY,,Caoba,10-Jan-05,107,29.1,42.1,5yr
NOMO,AHY,,Caoba,18-Feb-06,103.5,30.1,44,5yr
NOMO,HY,,Caoba,14-Nov-05,97,30.4,44.7,5yr
NOMO,HY,,Corral,23-Jan-06,95,31.5,36.2,20yr
NOMO,AHY,,Corral,20-Jan-05,94,30,35.2,20yr
NOMO,HY,,Corral,21-Jan-07,93.5,26.3,32.1,20yr
NOMO,HY,,Corral,23-Dec-05,92,29.8,36.5,20yr
NOMO,HY,,Corral,23-Jan-07,96.5,28.7,35.2,20yr
NOMO,AHY,,Corral,17-Feb-05,103.5,32.1,39.7,20yr
NOMO,AHY,,Corral,18-Feb-05,99,30,37.8,20yr
NOMO,AHY,,Corral,13-Nov-03,94,29.9,38.1,20yr
NOMO,AHY,,Corral,23-Feb-06,99.5,30.5,39,20yr
NOMO,AHY,,Corral,19-Jan-05,102,31.2,39.9,20yr
NOMO,HY,,Corral,23-Feb-06,93,28.9,37,20yr
NOMO,HY,,Corral,23-Nov-05,98,30.8,39.8,20yr
NOMO,AHY,,Corral,20-Jan-05,101,30.7,39.9,20yr
NOMO,HY,,Corral,17-Feb-05,94.5,28.9,38,20yr
NOMO,AHY,,Corral,23-Nov-04,104,31.5,43.6,20yr
NOMO,AHY,,Corral,26-Feb-04,98.5,31,43.5,20yr
NOMO,AHY,,Cueva,13-Dec-05,93,28.7,31.9,2yr
NOMO,AHY,,Cueva,4-Jan-05,95,30.5,36.7,2yr
NOMO,AHY,,Cueva,11-Dec-05,91.5,31.1,37.8,2yr
NOMO,AHY,,Cueva,16-Feb-07,100,31.1,37.8,2yr
NOMO,AHY,,Cueva,8-Nov-04,103,31.3,38.5,2yr
NOMO,AHY,,Cueva,11-Nov-04,95.5,29.8,36.8,2yr
NOMO,AHY,,Cueva,10-Nov-04,97.5,29.5,36.5,2yr
NOMO,AHY,,Cueva,5-Jan-05,106,29.7,36.8,2yr
NOMO,AHY,,Cueva,7-Jan-05,96,28.8,36.2,2yr
NOMO,AHY,,Cueva,5-Jan-05,104.5,30.9,38.9,2yr
NOMO,AHY,,Cueva,5-Feb-05,97,31.4,39.9,2yr
NOMO,AHY,,Cueva,13-Dec-05,97,31.1,39.6,2yr
NOMO,AHY,,Cueva,12-Nov-04,103.5,28.9,36.8,2yr
NOMO,AHY,,Cueva,11-Dec-05,100.5,31.4,40,2yr
NOMO,AHY,,Cueva,14-Feb-07,93,29.1,37.6,2yr
NOMO,AHY,,Cueva,3-Jan-04,101,31.8,41.9,2yr
NOMO,AHY,,Cueva,10-Nov-04,104.5,28.2,37.4,2yr
NOMO,AHY,,Cueva,3-Feb-05,100.5,31.3,41.6,2yr
NOMO,AHY,,Cueva,15-Feb-07,118,30.2,40.8,2yr
NOMO,AHY,,Cueva,19-Feb-04,88,30.1,41.8,2yr
NOMO,AHY,,Cueva,11-Jan-06,100.5,31.2,44.9,2yr
NOMO,AHY,,Morelia,22-Nov-03,101,30.4,31.8,10yr
NOMO,AHY,,Morelia,13-Feb-05,95.5,29.5,31,10yr
NOMO,AHY,,Morelia,14-Feb-05,99.5,31.5,35.5,10yr
NOMO,AHY,,Morelia,17-Nov-04,93.5,30.6,36.4,10yr
NOMO,AHY,,Morelia,25-Feb-04,95.5,31.4,37.7,10yr
NOMO,AHY,,Morelia,21-Feb-06,107,31.7,38.3,10yr
NOMO,AHY,,Morelia,21-Nov-03,106,30,36.5,10yr
NOMO,AHY,,Morelia,21-Nov-03,100,31.6,38.5,10yr
NOMO,AHY,,Morelia,7-Jan-04,90.5,31.6,38.8,10yr
NOMO,AHY,,Morelia,19-Nov-04,92.5,28.8,35.4,10yr
NOMO,AHY,,Morelia,14-Feb-05,102.5,29.5,38.5,10yr
NOMO,AHY,,Morelia,18-Nov-04,101,32,42.1,10yr
NOMO,AHY,,Morelia,12-Feb-05,92,30,40.4,10yr
NOMO,AHY,,Morelia,16-Jan-07,104,30.5,41.6,10yr
NOMO,AHY,,Morelia,21-Nov-03,108,31,45.2,10yr
NOMO,AHY,,Morelia,16-Feb-05,108,28.3,41.4,10yr
NOMO,AHY,,Morelia,21-Nov-03,100.5,31,45.4,10yr
NOMO,AHY,,Morelia,18-Nov-04,101,31.2,51.8,10yr
OVEN,HY,F,Caoba,10-Nov-03,69,22.7,18.8,5yr
OVEN,HY,,Caoba,27-Nov-06,72.5,22,16.3,5yr
OVEN,HY,,Caoba,13-Jan-07,69.5,21.2,15.9,5yr
OVEN,HY,,Caoba,14-Nov-05,70.5,21.9,16.9,5yr
OVEN,HY,,Caoba,17-Nov-05,67,22.3,17.4,5yr
OVEN,HY,,Caoba,25-Nov-06,70.5,21.9,17.3,5yr
OVEN,AHY,,Caoba,10-Nov-03,74,22.4,17.7,5yr
OVEN,HY,,Caoba,14-Nov-04,74.5,22.9,18.3,5yr
OVEN,HY,,Caoba,13-Nov-04,70,22.3,17.9,5yr
OVEN,HY,,Caoba,15-Jan-07,70,21.1,17,5yr
OVEN,HY,,Caoba,12-Nov-04,75,23.3,18.9,5yr
OVEN,HY,,Caoba,22-Feb-04,70,21.9,17.8,5yr
OVEN,HY,,Caoba,17-Jan-06,72.5,22.3,18.3,5yr
OVEN,HY,,Caoba,17-Nov-05,73.5,21.6,17.8,5yr
OVEN,HY,,Caoba,15-Nov-04,69.5,22.5,18.7,5yr
OVEN,HY,,Caoba,25-Nov-06,70.5,21.1,17.6,5yr
OVEN,AHY,,Caoba,12-Nov-03,70.5,21.9,18.3,5yr
OVEN,AHY,,Caoba,11-Nov-03,72,21.4,17.9,5yr
OVEN,HY,,Caoba,16-Dec-05,70.5,22.8,19.2,5yr
OVEN,HY,,Caoba,11-Jan-05,75.5,22.4,19,5yr
OVEN,HY,,Caoba,15-Nov-04,70.5,20.8,17.7,5yr
OVEN,AHY,,Caoba,26-Nov-06,73,20.9,17.8,5yr
OVEN,HY,,Caoba,24-Nov-06,70,22.4,19.1,5yr
OVEN,AHY,,Caoba,9-Jan-05,73,20.1,17.2,5yr
OVEN,AHY,,Caoba,11-Jan-05,78,21.7,18.7,5yr
OVEN,AHY,,Caoba,27-Nov-06,71.5,21.6,18.7,5yr
OVEN,HY,,Caoba,26-Nov-06,72.5,21.6,18.9,5yr
OVEN,AHY,,Caoba,25-Nov-06,72,21.9,19.5,5yr
OVEN,AHY,,Caoba,26-Nov-06,76,22.6,20.4,5yr
OVEN,AHY,,Caoba,14-Jan-06,72.5,22.4,20.5,5yr
OVEN,HY,,Caoba,14-Nov-04,77.5,23.3,21.4,5yr
OVEN,AHY,,Caoba,28-Nov-06,74.5,22,20.6,5yr
OVEN,HY,,Caoba,27-Nov-06,70,21.9,20.9,5yr
OVEN,HY,,Corral,9-Jan-04,71.5,22.7,16.6,20yr
OVEN,HY,,Corral,24-Jan-06,70,22.8,16.7,20yr
OVEN,AHY,,Corral,22-Jan-07,73.5,21.5,16.3,20yr
OVEN,HY,,Corral,22-Jan-07,72.5,21.9,16.8,20yr
OVEN,AHY,,Corral,23-Nov-04,72.5,22.3,17.3,20yr
OVEN,AHY,,Corral,26-Dec-05,75,22.8,17.8,20yr
OVEN,HY,,Corral,23-Nov-04,72.5,23.2,18.2,20yr
OVEN,HY,,Corral,23-Jan-06,75.5,22.4,17.6,20yr
OVEN,AHY,,Corral,9-Jan-04,76.5,21.1,16.6,20yr
OVEN,HY,,Corral,26-Dec-05,71.5,23.1,18.2,20yr
OVEN,AHY,,Corral,3-Dec-06,70,22.1,17.5,20yr
OVEN,HY,,Corral,24-Nov-05,76,22.2,17.7,20yr
OVEN,HY,,Corral,24-Nov-05,76,23.5,18.8,20yr
OVEN,HY,,Corral,27-Dec-05,71.5,21.8,17.7,20yr
OVEN,AHY,,Corral,10-Jan-04,77,22.9,18.6,20yr
OVEN,HY,,Corral,23-Nov-04,73.5,22.2,18.1,20yr
OVEN,AHY,,Corral,4-Dec-06,73.5,22.4,18.3,20yr
OVEN,HY,,Corral,18-Jan-05,71,20.8,17,20yr
OVEN,AHY,,Corral,10-Jan-04,75.5,23.8,19.5,20yr
OVEN,AHY,,Corral,21-Nov-04,72.5,22.1,18.2,20yr
OVEN,HY,,Corral,13-Nov-03,77,22.3,18.4,20yr
OVEN,AHY,,Corral,3-Dec-06,76.5,22.7,18.9,20yr
OVEN,HY,,Corral,21-Jan-05,71.5,21.7,18.2,20yr
OVEN,AHY,,Corral,21-Nov-04,75,22.9,19.4,20yr
OVEN,AHY,,Corral,22-Nov-04,73.5,21.7,18.5,20yr
OVEN,HY,,Corral,21-Nov-04,75.2,21.8,18.7,20yr
OVEN,AHY,,Corral,25-Feb-04,76.5,22.9,19.7,20yr
OVEN,HY,,Corral,2-Dec-06,74.5,21.6,18.6,20yr
OVEN,HY,,Corral,13-Nov-03,74,22.2,19.2,20yr
OVEN,AHY,,Corral,6-Dec-06,75.5,21.8,18.9,20yr
OVEN,AHY,,Corral,18-Jan-05,74,22.7,19.7,20yr
OVEN,AHY,,Corral,20-Jan-05,74.5,21.5,18.7,20yr
OVEN,HY,,Corral,27-Dec-05,74.5,22.3,19.4,20yr
OVEN,AHY,,Corral,22-Nov-04,77,21.9,19.1,20yr
OVEN,HY,,Corral,22-Nov-04,73,21.7,19,20yr
OVEN,HY,,Corral,13-Nov-03,74.5,21.2,18.6,20yr
OVEN,HY,,Corral,11-Jan-04,76.5,21.7,19.2,20yr
OVEN,AHY,,Corral,5-Dec-06,73,21.6,19.2,20yr
OVEN,HY,,Corral,14-Nov-03,74.5,21.7,19.3,20yr
OVEN,AHY,,Corral,1-Mar-07,75,21.2,19.1,20yr
OVEN,AHY,,Corral,23-Nov-04,79.5,21.9,19.9,20yr
OVEN,AHY,,Corral,22-Nov-04,75,21.7,19.8,20yr
OVEN,HY,,Cueva,7-Feb-05,69.5,21.3,14.9,2yr
OVEN,HY,,Cueva,12-Jan-06,73,21.4,16.2,2yr
OVEN,HY,,Cueva,11-Jan-07,69,22.9,17.5,2yr
OVEN,AHY,,Cueva,11-Nov-04,72.5,22.1,17.2,2yr
OVEN,AHY,,Cueva,8-Feb-05,76.5,21.7,17.2,2yr
OVEN,AHY,,Cueva,11-Nov-05,70,21.8,17.3,2yr
OVEN,AHY,,Cueva,14-Feb-07,72.5,23.2,18.6,2yr
OVEN,HY,,Cueva,16-Feb-07,71.5,21.7,17.4,2yr
OVEN,HY,,Cueva,3-Feb-05,69.5,22.1,17.8,2yr
OVEN,HY,,Cueva,8-Nov-04,72,22.3,18.1,2yr
OVEN,HY,,Cueva,13-Dec-05,74.5,22.4,18.2,2yr
OVEN,HY,,Cueva,21-Nov-06,68,21.1,17.3,2yr
OVEN,HY,,Cueva,7-Feb-05,74.5,23.1,19,2yr
OVEN,HY,,Cueva,4-Jan-05,74,22.9,19,2yr
OVEN,HY,,Cueva,21-Nov-06,66,21.5,17.9,2yr
OVEN,HY,,Cueva,14-Nov-05,70,21.9,18.3,2yr
OVEN,AHY,,Cueva,15-Feb-07,74.5,21.4,17.9,2yr
OVEN,HY,,Cueva,21-Nov-06,74.5,21.7,18.4,2yr
OVEN,HY,,Cueva,12-Nov-05,73,22.4,19.1,2yr
OVEN,AHY,,Cueva,12-Nov-05,75.5,22.1,19,2yr
OVEN,HY,,Cueva,21-Nov-06,72,22.6,19.6,2yr
OVEN,HY,,Cueva,9-Nov-04,76,22.8,19.8,2yr
OVEN,HY,,Cueva,14-Feb-07,71.5,21.9,19.1,2yr
OVEN,AHY,,Cueva,11-Nov-04,77.5,21.2,18.5,2yr
OVEN,AHY,,Cueva,8-Nov-04,73.5,21.9,19.2,2yr
OVEN,HY,,Cueva,23-Nov-06,77,22.8,20.1,2yr
OVEN,AHY,,Cueva,10-Nov-05,72,21.3,18.8,2yr
OVEN,AHY,,Cueva,4-Jan-04,74,21.2,19,2yr
OVEN,HY,,Cueva,21-Nov-06,75,21,19,2yr
OVEN,AHY,,Cueva,20-Nov-06,74,21.7,19.7,2yr
OVEN,AHY,,Cueva,15-Feb-07,78,22.9,20.8,2yr
OVEN,AHY,,Cueva,8-Nov-03,73.5,20.7,19,2yr
OVEN,AHY,,Cueva,21-Nov-06,75.5,21.7,20,2yr
OVEN,HY,F,Morelia,21-Nov-03,69,21.5,17.2,10yr
OVEN,HY,F,Morelia,22-Nov-03,67.5,21.4,18,10yr
OVEN,AHY,,Morelia,19-Nov-04,68.5,21.6,16.1,10yr
OVEN,HY,,Morelia,22-Nov-03,71,22.4,16.7,10yr
OVEN,AHY,,Morelia,19-Feb-06,69.5,21.3,16,10yr
OVEN,AHY,,Morelia,13-Jan-05,72,21.1,15.9,10yr
OVEN,HY,,Morelia,19-Nov-04,75.5,22.5,17.1,10yr
OVEN,HY,,Morelia,17-Nov-04,69.5,21.4,16.4,10yr
OVEN,HY,,Morelia,22-Nov-03,72.5,22.9,17.6,10yr
OVEN,HY,,Morelia,20-Dec-05,73,23.1,17.8,10yr
OVEN,AHY,,Morelia,16-Nov-04,75.5,22.1,17.2,10yr
OVEN,HY,,Morelia,22-Nov-03,72,22.3,17.5,10yr
